District,OperatingExpenditures,County,Address,City and Zip,Superintendent,Performance Index Score 2016-17,Performance Index Score 2015-16,Performance Index Score 2014-15,Performance Index Percent 2016-17,Letter Grade of Performance Index,Percent of Students Not Tested,Percent of Students Below,Percent of Students Basic,Percent of Students Proficient,Percent of Students Accelerated,Percent of Students Advanced,Percent of Students Advanced Plus,Gifted Performance Index Score 2016-17,Gifted Performance Index 2016-17,Percent of Gifted Students Not Tested,Percent of Gifted Students Below,Percent of Gifted Students Basic,Percent of Gifted Students Proficient,Percent of Gifted Students Accelerated,Percent of Gifted Students Advanced,Percent of Gifted Students Advanced Plus
Harrison Hills City,16429792.059999999,Harrison,730 Peppard Ave,"Cadiz, OH, 43907-1067",Dana L. Snider,82.61,76.854,80.739,68.8,D,0.0,20.1,18.7,29.5,21.3,10.3,0.0,116.03800000000001,96.7,0.0,0.0,1.9000000000000001,3.8000000000000003,20.8,73.60000000000001,0.0
Caldwell Exempted Village,9078127.05,Noble,516 Fairground St,"Caldwell, OH, 43724-1175",Kacey R. Cottrill,73.876,71.687,85.375,61.6,D,0.2,26.8,25.6,24.0,16.4,6.9,0.2,115.128,95.9,0.0,0.0,2.6,5.1000000000000005,25.6,64.1,2.6
Carey Exempted Village Schools,8745306.51,Wyandot,2016 Blue Devil Drive,"Carey, OH, 43316-1282",Michael A. Wank,83.665,78.369,87.28,69.7,D,0.8,16.6,20.1,30.900000000000002,21.5,10.0,0.0,115.167,96.0,0.0,0.0,0.0,8.3,31.7,60.0,0.0
Carrollton Exempted Village,21591214.92,Carroll,252 3rd St NE,"Carrollton, OH, 44615-1236",David P. Quattrochi,86.73700000000001,81.653,94.88,72.3,C,0.3,14.6,19.3,29.1,23.5,13.0,0.1,114.125,95.10000000000001,0.0,0.0,2.5,10.0,24.400000000000002,62.5,0.6
Chagrin Falls Exempted Village,26816036.26,Cuyahoga,400 E Washington St,"Chagrin Falls, OH, 44022-2924",Robert W. Hunt,103.83,103.248,98.331,86.5,B,0.1,4.2,8.2,22.7,29.7,33.6,1.5,116.671,97.2,0.0,0.1,0.2,5.2,24.400000000000002,65.9,4.1
Chesapeake Union Exempted Village,12640231.969999999,Lawrence,10183 County Road 1,"Chesapeake, OH, 45619-7032",Jerry L. McConnell,85.584,82.723,88.461,71.3,C,0.1,16.4,20.0,27.1,20.400000000000002,15.700000000000001,0.1,112.19500000000001,93.5,0.0,0.0,4.1,12.200000000000001,31.7,49.6,2.4
Clyde-Green Springs Exempted Village,21473355.1,Sandusky,106 S Main St,"Clyde, OH, 43410-1633",Dennis M. Haft,87.674,85.69,88.303,73.10000000000001,C,0.5,14.200000000000001,18.3,28.2,23.7,15.200000000000001,0.0,112.45200000000001,93.7,0.0,0.0,4.5,11.0,26.5,58.1,0.0
Coldwater Exempted Village,13819483.07,Mercer,310 N 2nd St,"Coldwater, OH, 45828-1242",Jason E. Wood,100.26,95.12400000000001,98.658,83.60000000000001,B,0.3,4.1,11.4,30.400000000000002,29.5,22.400000000000002,1.8,117.319,97.8,0.0,0.0,0.0,8.0,21.400000000000002,60.1,10.5
Columbiana Exempted Village,9642834.84,Columbiana,700 Columbiana Waterford Rd,"Columbiana, OH, 44408-9499",Donald J. Mook,102.56500000000001,96.69500000000001,100.084,85.5,B,0.1,3.9,10.700000000000001,23.900000000000002,26.8,34.0,0.6,118.025,98.4,0.0,0.0,0.0,4.9,13.6,77.8,3.7
Covington Exempted Village,8774730.28,Miami,807 Chestnut St,"Covington, OH, 45318-1760",CHARLES E. GOODING,89.316,86.795,96.394,74.4,C,0.2,12.8,17.1,31.5,23.0,15.200000000000001,0.1,113.012,94.2,0.0,1.2,0.0,12.0,36.1,49.4,1.2
Crestline Exempted Village,7510934.4,Crawford,401 Heiser Ct,"Crestline, OH, 44827-1360",Noreen L. Mullens,71.26700000000001,66.02,75.412,59.4,D,0.4,31.400000000000002,23.6,22.400000000000002,13.9,8.1,0.2,114.516,95.4,0.0,0.0,3.2,12.9,16.1,61.300000000000004,6.5
Crooksville Exempted Village,12156796.68,Perry,4065 Ceramic Way,"Crooksville, OH, 43731-1013",Matthew L. Sheridan,74.337,72.685,81.76400000000001,61.9,D,1.3,26.3,24.400000000000002,19.8,18.3,9.200000000000001,0.6,102.043,85.0,3.2,4.3,8.6,6.5,39.800000000000004,35.5,2.2
Fairport Harbor Exempted Village,7314863.92,Lake,329 Vine St,"Fairport Harbor, OH, 44077-5741",Domenic A. Paolo,77.60900000000001,75.45400000000001,84.324,64.7,D,0.7000000000000001,20.900000000000002,25.1,29.6,17.7,6.0,0.0,98.667,82.2,3.3000000000000003,0.0,13.3,30.0,33.3,20.0,0.0
Georgetown Exempted Village,9838482.52,Brown,1043 Mount Orab Pike,"Georgetown, OH, 45121-8440",Christopher J. Burrows,87.226,83.68,86.88,72.7,C,0.1,15.700000000000001,18.3,27.5,21.1,17.2,0.1,115.5,96.2,0.0,0.0,1.7,10.0,15.0,73.3,0.0
Gibsonburg Exempted Village,9108646.87,Sandusky,301 S Sunset Ave,"Gibsonburg, OH, 43431-1264",Timothy W. Murray,86.5,85.0,83.045,72.10000000000001,C,0.3,14.1,19.8,30.7,24.1,10.9,0.0,98.537,82.10000000000001,2.4,2.4,11.0,31.7,34.1,18.3,0.0
Granville Exempted Village,30669782.759999998,Licking,PO Box 417,"Granville, OH, 43023-0417",Jeffrey R. Brown,106.08,104.364,104.462,88.4,B,0.3,3.3000000000000003,7.5,20.3,27.400000000000002,34.0,7.2,118.215,98.5,0.2,0.0,0.3,5.6000000000000005,19.3,57.300000000000004,17.2
Greenfield Exempted Village,22892189.95,Highland,200 N 5th St,"Greenfield, OH, 45123-1373",James J. Wills,82.306,75.257,83.191,68.60000000000001,D,0.2,19.8,20.0,28.2,19.900000000000002,11.8,0.1,113.521,94.60000000000001,0.0,0.0,1.9000000000000001,11.700000000000001,30.5,55.4,0.5
Hicksville Exempted Village,10213400.33,Defiance,958 E High St,"Hicksville, OH, 43526-1258",Keith L. Countryman,101.563,93.738,95.38,84.60000000000001,B,0.0,3.9,10.4,28.3,30.3,26.8,0.2,118.649,98.9,0.0,0.0,0.0,2.7,10.8,83.8,2.7
Hubbard Exempted Village,17628835.5,Trumbull,108 Orchard Ave,"Hubbard, OH, 44425-1724",Raymond W. Soloman,93.245,88.16600000000001,92.655,77.7,C,0.2,10.200000000000001,15.700000000000001,27.400000000000002,25.2,20.3,0.9,114.947,95.8,0.7000000000000001,0.0,0.4,9.200000000000001,29.0,53.4,7.4
Indian Hill Exempted Village,33852866.73,Hamilton,6855 Drake Rd,"Cincinnati, OH, 45243-2737",Mark T. Miles,108.807,106.711,108.04100000000001,90.7,A,0.4,2.2,5.2,15.200000000000001,26.400000000000002,50.300000000000004,0.3,116.77,97.3,0.6,0.0,0.2,3.2,18.3,77.0,0.6
Leetonia Exempted Village,7644059.16,Columbiana,450 Walnut St,"Leetonia, OH, 44431-1075",Robert A. Mehno,85.94800000000001,87.53,85.62700000000001,71.60000000000001,C,0.0,16.0,19.5,28.900000000000002,21.6,14.0,0.0,109.36,91.10000000000001,0.0,1.6,4.8,17.6,28.0,48.0,0.0
Lisbon Exempted Village,8896988.559999999,Columbiana,317 N Market St,"Lisbon, OH, 44432-1145",Joseph E. Siefke,89.74,85.58800000000001,94.78500000000001,74.8,C,0.0,14.1,16.3,26.400000000000002,24.8,18.2,0.1,113.38,94.5,0.0,0.0,0.0,14.1,38.7,46.5,0.7000000000000001
Loudonville-Perrysville Exempted Village,12107931.99,Ashland,210 E Main St,"Loudonville, OH, 44842-1245",Catherine M. Puster,92.42,89.11,93.235,77.0,C,0.1,11.1,15.8,27.8,25.0,19.8,0.4,116.53800000000001,97.10000000000001,0.0,0.0,0.0,6.2,26.2,63.800000000000004,3.8000000000000003
Marysville Exempted Village,50102900.72,Union,1000 Edgewood Dr,"Marysville, OH, 43040-2105",Diane M. Mankins,95.723,93.10600000000001,96.156,79.8,C,0.5,9.200000000000001,12.9,25.3,26.400000000000002,25.1,0.7000000000000001,116.933,97.4,0.1,0.1,0.2,4.7,21.7,68.7,4.3
Mechanicsburg Exempted Village,7856087.74,Champaign,60 High St,"Mechanicsburg, OH, 43044-1071",Danielle M. Prohaska,94.798,88.36500000000001,94.58200000000001,79.0,C,0.0,7.7,16.4,29.1,26.5,20.3,0.0,116.99000000000001,97.5,0.0,0.0,1.0,3.9,16.5,78.60000000000001,0.0
Mentor Exempted Village,95728079.41,Lake,6451 Center St,"Mentor, OH, 44060-4109",William M. Porter,94.38,91.048,94.16600000000001,78.7,C,0.4,9.4,14.3,27.900000000000002,26.0,21.7,0.4,114.65,95.5,0.3,0.3,1.2,8.6,25.7,61.300000000000004,2.6
Milford Exempted Village,64682973.28,Clermont,777 Garfield Ave,"Milford, OH, 45150-1607",Nancy C. House,98.361,95.44500000000001,100.052,82.0,B,0.1,7.5,12.5,23.2,27.400000000000002,28.5,0.8,116.661,97.2,0.0,0.1,0.8,5.3,20.8,70.0,3.1
Milton-Union Exempted Village,13530543.51,Miami,7610 Milton Potsdam Rd,"West Milton, OH, 45383-9602",Brad M. Ritchey,90.688,91.65,98.04400000000001,75.60000000000001,C,0.0,12.1,17.7,27.3,24.0,18.5,0.5,112.926,94.10000000000001,0.0,0.4,3.0,12.6,28.1,52.2,3.7
Montpelier Exempted Village,9813529.18,Williams,PO Box 193,"Montpelier, OH, 43543-0193",Jamison J. Grime,89.256,71.638,94.81,74.4,C,0.5,10.9,20.1,30.7,22.400000000000002,15.0,0.5,116.14800000000001,96.8,0.0,0.0,0.0,4.9,33.6,56.6,4.9
Mount Gilead Exempted Village,12351178.44,Morrow,145 N Cherry St,"Mount Gilead, OH, 43338-1266",Jeffrey D. Thompson,79.74600000000001,77.44,89.165,66.5,D,0.1,20.6,23.0,29.6,19.1,7.4,0.2,108.929,90.8,0.0,1.8,3.6,16.1,41.1,37.5,0.0
Newcomerstown Exempted Village,11971580.39,Tuscarawas,702 S River St,"Newcomerstown, OH, 43832-1450",Jeffery S. Staggs,85.29100000000001,81.19200000000001,90.253,71.10000000000001,C,0.0,17.8,18.0,28.900000000000002,21.400000000000002,13.6,0.3,112.784,94.0,0.0,0.0,3.1,13.4,30.900000000000002,48.5,4.1
New Richmond Exempted Village,25417315.11,Clermont,212 Market St Fl 3RD,"New Richmond, OH, 45157-1373",Adam C. Bird,89.994,87.798,92.688,75.0,C,0.4,11.6,18.7,28.2,22.900000000000002,17.8,0.4,114.0,95.0,0.0,0.5,1.4000000000000001,12.700000000000001,24.1,58.9,2.4
Newton Falls Exempted Village,10743849.85,Trumbull,909 1/2 Milton Blvd,"Newton Falls, OH, 44444-9707",Paul J. Woodard,85.429,82.52,88.515,71.2,C,0.0,16.0,20.0,29.0,23.400000000000002,11.5,0.0,111.881,93.2,0.0,0.0,1.0,20.8,33.7,44.6,0.0
Paulding Exempted Village,15799933.420000002,Paulding,405 N Water St,"Paulding, OH, 45879-1251",Kenneth D. Amstutz,89.91,86.21600000000001,90.131,74.9,C,0.0,13.3,16.2,29.1,24.8,16.5,0.0,112.378,93.60000000000001,0.0,0.0,3.0,11.6,34.800000000000004,50.6,0.0
Perrysburg Exempted Village,51289758.58,Wood,140 E Indiana Ave,"Perrysburg, OH, 43551-2261",Thomas L. Hosler,103.02600000000001,101.49900000000001,101.45400000000001,85.9,B,0.2,4.3,9.3,23.3,28.8,31.3,2.8000000000000003,118.97,99.10000000000001,0.2,0.1,0.3,3.8000000000000003,14.4,65.0,16.3
Rittman Exempted Village,9909259.74,Wayne,100 Saurer St,"Rittman, OH, 44270-1259",James J. Ritchie,92.301,88.745,94.766,76.9,C,0.2,11.4,14.8,28.0,26.400000000000002,19.0,0.1,115.281,96.10000000000001,0.0,0.0,1.1,7.9,27.0,61.800000000000004,2.2
Rossford Exempted Village,21216095.85,Wood,401 Glenwood Rd,"Rossford, OH, 43460-1317",Daniel Creps,87.73700000000001,82.114,89.566,73.10000000000001,C,0.0,14.200000000000001,19.0,29.2,23.1,13.5,0.9,114.06700000000001,95.10000000000001,0.0,0.0,1.4000000000000001,11.0,35.4,45.5,6.7
Tipp City Exempted Village,22644741.06,Miami,90 S Tippecanoe Dr,"Tipp City, OH, 45371-1139",Gretta H. Kumpf,98.68700000000001,96.165,96.558,82.2,B,0.8,6.2,10.8,27.400000000000002,28.8,25.400000000000002,0.6,112.77300000000001,94.0,1.6,0.3,1.2,9.200000000000001,27.7,57.2,2.8000000000000003
Upper Sandusky Exempted Village,16674926.15,Wyandot,800 N Sandusky Ave,"Upper Sandusky, OH, 43351-1032",Laurie C. Vent,88.21300000000001,83.444,87.98700000000001,73.5,C,0.1,14.5,17.0,29.5,25.6,13.4,0.0,117.09700000000001,97.60000000000001,0.0,0.0,0.0,3.2,22.6,74.2,0.0
Versailles Exempted Village,12811160.399999999,Darke,PO Box 313,"Versailles, OH, 45380-0313",Aaron M. Moran,102.453,100.69500000000001,98.762,85.4,B,1.2,3.9,9.700000000000001,20.2,28.5,35.0,1.6,120.174,100.10000000000001,0.0,0.0,0.0,2.3000000000000003,9.3,72.7,15.700000000000001
Wauseon Exempted Village,17763614.29,Fulton,930 E Oak St,"Wauseon, OH, 43567-1350",Larry C. Brown,94.10600000000001,91.27600000000001,96.46600000000001,78.4,C,0.0,10.1,13.700000000000001,30.0,26.7,18.900000000000002,0.6,113.53800000000001,94.60000000000001,0.0,0.2,1.2,11.3,33.7,52.300000000000004,1.2
Wellington Exempted Village,11802332.559999999,Lorain,305 Union St,"Wellington, OH, 44090-1072",Edward J. Weber,85.063,79.53800000000001,92.319,70.9,C,0.5,15.9,20.1,31.5,18.1,13.4,0.6,113.358,94.5,0.0,0.7000000000000001,1.5,16.1,23.400000000000002,54.0,4.4
Windham Exempted Village,8341963.2700000005,Portage,9530 Bauer Ave,"Windham, OH, 44288-1004",Gregory C. Isler,80.953,77.247,78.305,67.5,D,0.7000000000000001,18.400000000000002,23.900000000000002,25.2,23.1,8.700000000000001,0.0,108.235,90.2,0.0,0.0,5.9,15.700000000000001,51.0,27.5,0.0
Yellow Springs Exempted Village,8190648.710000001,Greene,201 S Walnut St,"Yellow Springs, OH, 45387-1805",Mario Basora,93.313,89.25200000000001,97.48700000000001,77.8,C,0.3,11.9,12.4,26.900000000000002,28.1,20.3,0.1,115.80900000000001,96.5,0.0,0.0,0.0,6.6000000000000005,29.400000000000002,63.2,0.7000000000000001
Allen East Local,9679050.23,Allen,9105 Harding Hwy,"Harrod, OH, 45850",Mel L. Rentschler,92.08500000000001,90.263,91.57900000000001,76.7,C,0.7000000000000001,11.700000000000001,15.3,25.2,24.0,22.900000000000002,0.2,112.11,93.4,0.9,0.9,0.9,12.8,31.2,50.5,2.8000000000000003
Bath Local,15644494.059999999,Allen,2650 Bible Rd,"Lima, OH, 45801-2246",Richard D. Dackin,94.179,89.092,93.93900000000001,78.5,C,0.0,9.4,14.6,29.3,27.3,19.400000000000002,0.1,,,0.0,0.0,0.0,0.0,11.8,88.2,0.0
Elida Local,20892191.23,Allen,4380 Sunnydale St,"Elida, OH, 45807-9593",Joel W. Mengerink,90.51400000000001,87.64,91.931,75.4,C,0.2,12.200000000000001,16.6,29.7,24.2,16.9,0.2,114.68400000000001,95.60000000000001,0.0,0.0,1.6,5.8,34.2,56.300000000000004,2.1
Perry Local,8460114.76,Allen,2770 E Breese Rd,"Lima, OH, 45806-9743",Alison R. Van Gorder,80.292,73.699,80.512,66.9,D,0.2,19.2,23.5,30.900000000000002,18.2,7.9,0.0,110.0,91.7,0.0,0.0,2.8000000000000003,19.400000000000002,44.4,33.3,0.0
Perry Local,8460114.76,Lake,4325 Manchester Ave,"Perry, OH, 44081-9413",Jack K. Thompson,92.132,89.98,97.18400000000001,76.8,C,0.0,10.3,17.6,27.1,26.6,17.8,0.6,113.95400000000001,95.0,0.0,0.7000000000000001,1.6,9.200000000000001,28.8,57.5,2.3000000000000003
Perry Local,8460114.76,Stark,4201 13th St SW,"Massillon, OH, 44646-3447",Scott A. Beatty,94.781,92.51700000000001,98.05,79.0,C,0.4,9.5,13.700000000000001,27.6,25.400000000000002,22.6,0.8,115.36800000000001,96.10000000000001,0.0,0.4,1.5,6.3,23.1,66.4,2.3000000000000003
Shawnee Local,24377065.79,Allen,3255 Zurmehly Rd,"Lima, OH, 45806-1434",James D. Kanable,99.552,96.84100000000001,98.38300000000001,83.0,B,0.0,7.0,11.1,23.900000000000002,28.2,29.0,0.9,116.822,97.4,0.0,0.0,1.0,4.3,21.7,68.8,4.3
Spencerville Local,9457309.96,Allen,2500 Wisher Dr,"Spencerville, OH, 45887-1293",Dennis A. Fuge,95.058,93.358,95.75200000000001,79.2,C,0.2,8.700000000000001,14.5,28.1,26.2,21.3,0.9,117.438,97.9,0.0,0.0,0.0,5.0,22.3,66.1,6.6000000000000005
Hillsdale Local,9678060.52,Ashland,485 Township Road 1902,"Jeromesville, OH, 44840-9754",Steven E. Dickerson,90.07900000000001,82.555,93.69800000000001,75.10000000000001,C,0.0,11.6,18.6,29.5,23.900000000000002,16.4,0.0,116.322,96.9,0.0,0.0,0.0,3.4,29.900000000000002,66.7,0.0
Mapleton Local,8196294.01,Ashland,635 County Road 801,"Ashland, OH, 44805-9571",Rodney G. Hopton,85.51100000000001,85.498,92.42,71.3,C,0.1,14.700000000000001,22.1,28.1,22.7,12.4,0.0,113.10000000000001,94.2,0.0,0.0,4.0,8.0,29.0,59.0,0.0
Buckeye Local,16523238.2,Ashtabula,3436 Edgewood Dr,"Ashtabula, OH, 44004-5967",Patrick E. Colucci,89.91300000000001,83.33800000000001,92.92,74.9,C,0.0,11.1,18.7,32.5,23.400000000000002,14.200000000000001,0.0,115.20500000000001,96.0,0.0,0.0,0.0,9.4,29.8,60.2,0.6
Buckeye Local,16523238.2,Jefferson,6899 State Highway 150,"Dillonvale, OH, 43917-7904",Kimberly D. Leonard,85.004,82.485,91.34100000000001,70.8,C,0.3,15.9,19.900000000000002,31.2,21.8,10.9,0.0,112.128,93.4,0.0,0.0,2.8000000000000003,15.6,30.5,51.1,0.0
Buckeye Local,16523238.2,Medina,3044 Columbia Rd,"Medina, OH, 44256-9411",Kent J. Morgan,93.822,92.64500000000001,100.406,78.2,C,0.1,9.3,15.5,29.400000000000002,25.6,18.900000000000002,1.1,114.831,95.7,0.2,0.2,0.8,9.1,30.1,53.4,6.1000000000000005
Grand Valley Local,12062597.68,Ashtabula,111 Grand Valley Ave West,"Orwell, OH, 44076-9420",William R. Nye,85.95100000000001,81.962,87.968,71.60000000000001,C,0.7000000000000001,15.9,18.3,28.0,23.5,13.5,0.1,111.80300000000001,93.2,0.0,0.8,1.6,12.3,41.0,43.4,0.8
Jefferson Area Local,13882130.91,Ashtabula,121 S Poplar St,"Jefferson, OH, 44047-1328",John C. Montanaro,89.123,83.76400000000001,90.46000000000001,74.3,C,0.0,12.4,18.900000000000002,30.1,23.400000000000002,15.1,0.1,114.49000000000001,95.4,0.5,0.0,2.0,6.6000000000000005,25.0,64.3,1.5
Pymatuning Valley Local,13354545.27,Ashtabula,PO Box 1180,"Andover, OH, 44003-1180",Michael A. Candela,88.305,86.22,92.034,73.60000000000001,C,0.0,12.3,21.5,28.0,21.7,16.6,0.0,115.27,96.10000000000001,0.0,0.0,1.4000000000000001,8.1,23.0,67.6,0.0
Alexander Local,15946950.690000001,Athens,6091 Ayers Rd,"Albany, OH, 45710-9492",Lindy L. Douglas,89.107,82.9,89.937,74.3,C,0.3,14.8,16.2,26.0,24.1,17.6,1.0,113.85300000000001,94.9,0.0,0.3,2.8000000000000003,10.700000000000001,27.8,51.4,7.0
Federal Hocking Local,12677841.17,Athens,PO Box 117,"Stewart, OH, 45778-0117",George H. Wood,75.379,74.555,84.433,62.800000000000004,D,1.3,25.3,22.1,27.0,15.8,8.4,0.0,97.778,81.5,0.0,9.700000000000001,5.6000000000000005,34.7,31.900000000000002,18.1,0.0
Trimble Local,11351502.46,Athens,1 Tomcat Dr,"Glouster, OH, 45732-9335",Scott L. Christman,72.599,71.27,78.031,60.5,D,0.1,28.3,26.3,22.5,15.8,6.6000000000000005,0.4,109.10900000000001,90.9,0.0,0.0,5.9,18.8,40.6,29.7,5.0
Minster Local,8199506.6899999995,Auglaize,50 E 7th St,"Minster, OH, 45865-1095",Brenda A. Boeke,104.93900000000001,102.257,98.437,87.4,B,0.0,4.8,7.2,19.5,28.2,37.0,3.3000000000000003,117.26100000000001,97.7,0.0,0.3,0.8,5.8,19.6,63.1,10.6
New Bremen Local,8337537.99,Auglaize,901 E Monroe St,"New Bremen, OH, 45869-9685",Jason A. Schrader,100.95100000000001,99.741,95.491,84.10000000000001,B,0.4,4.9,10.1,23.900000000000002,33.2,27.1,0.4,116.319,96.9,0.0,0.0,0.6,4.3,27.6,64.4,3.1
New Knoxville Local,4490945.51,Auglaize,345 S Main St,"New Knoxville, OH, 45871-0476",Kimberly S. Waterman,101.137,98.26100000000001,102.802,84.3,B,0.0,3.6,11.4,30.1,27.6,27.3,0.0,115.75,96.5,0.0,0.0,0.0,10.0,22.5,67.5,0.0
Waynesfield-Goshen Local,6325682.8100000005,Auglaize,500 N Westminster St,"Waynesfield, OH, 45896-9448",J. Chris Pfister,89.85600000000001,87.59400000000001,93.199,74.9,C,0.1,12.200000000000001,18.1,27.1,26.8,15.700000000000001,0.0,116.667,97.2,0.0,0.0,0.0,3.7,25.900000000000002,70.4,0.0
St Clairsville-Richland City,15229477.399999999,Belmont,108 Woodrow Ave,"Saint Clairsville, OH, 43950-1567",Walter E. Skaggs,87.153,83.131,95.943,72.60000000000001,C,0.0,15.5,17.8,29.1,23.900000000000002,13.5,0.2,106.702,88.9,0.0,3.5,6.3,16.1,31.900000000000002,41.4,0.7000000000000001
Shadyside Local,6550784.37,Belmont,3890 Lincoln Ave,"Shadyside, OH, 43947-1319",John M. Haswell,86.805,82.44500000000001,91.805,72.3,C,0.4,13.1,21.7,29.2,21.900000000000002,12.9,0.9,112.477,93.7,0.0,0.0,4.6000000000000005,16.5,22.900000000000002,47.7,8.3
Union Local,13926269.52,Belmont,66779 Belmont Morristown Rd,"Belmont, OH, 43718-9568",Robert B. Porter,82.93,76.37400000000001,85.84100000000001,69.10000000000001,D,0.4,18.6,19.8,28.6,21.7,10.8,0.0,112.917,94.10000000000001,1.4000000000000001,0.0,1.4000000000000001,9.700000000000001,26.400000000000002,61.1,0.0
Eastern Local,13303896.850000001,Brown,11479 US Highway 62,"Winchester, OH, 45697-9690",Michele R. Filon,88.37400000000001,86.869,87.827,73.60000000000001,C,0.2,14.0,16.9,31.5,23.900000000000002,13.4,0.1,114.516,95.4,0.0,0.0,1.6,9.700000000000001,25.8,62.9,0.0
Eastern Local,13303896.850000001,Meigs,50008 State Route 681,"Reedsville, OH, 45772-9022",Steven P. Ohlinger,85.74,81.042,91.757,71.5,C,0.0,16.1,18.7,31.6,22.0,11.4,0.2,107.93100000000001,89.9,0.0,1.7,5.2,25.900000000000002,25.900000000000002,37.9,3.4
Eastern Local,13303896.850000001,Pike,1170 Tile Mill Rd,"Beaver, OH, 45613-9435",Neil E. Leist,73.117,71.796,84.587,60.9,D,0.6,28.1,23.1,27.3,15.1,5.7,0.0,107.67,89.7,0.0,0.0,6.8,26.2,30.1,36.9,0.0
Fayetteville-Perry Local,7981026.82,Brown,551 S Apple St,"Fayetteville, OH, 45118-8461",James J. Brady,88.178,83.477,89.35000000000001,73.5,C,0.0,12.1,20.5,31.7,23.0,12.8,0.0,109.348,91.10000000000001,0.0,2.2,4.3,13.0,34.800000000000004,45.7,0.0
Western Brown Local,26852820.22,Brown,524 W Main St,"Mount Orab, OH, 45154-8262",Raegan L. White,82.229,79.242,88.238,68.5,D,0.1,18.5,22.3,27.900000000000002,19.900000000000002,10.9,0.3,108.13,90.10000000000001,0.0,0.0,8.9,17.900000000000002,30.1,42.300000000000004,0.8
Ripley-Union-Lewis-Huntington Local,9711928.51,Brown,PO Box 85,"Ripley, OH, 45167-0085",James L. Wilkins II,79.655,73.697,90.629,66.4,D,0.6,21.8,21.3,26.5,19.6,10.200000000000001,0.0,115.0,95.8,0.0,0.0,0.0,3.8000000000000003,42.300000000000004,53.800000000000004,0.0
Edgewood City,35544299.22,Butler,3440 Busenbark Rd,"Trenton, OH, 45067-7612",Simon R. Fussnecker Jr,87.706,84.45100000000001,91.83800000000001,73.10000000000001,C,0.0,14.3,18.400000000000002,29.900000000000002,23.7,13.5,0.1,113.379,94.5,0.0,0.5,0.5,13.9,31.6,52.0,1.4000000000000001
Fairfield City,81140854.28,Butler,4641 Bach Ln,"Fairfield, OH, 45014-1900",Billy J. Smith,88.311,84.864,93.16600000000001,73.60000000000001,C,0.3,14.9,17.5,27.0,21.8,17.0,1.5,116.792,97.3,0.7000000000000001,0.1,0.9,5.2,18.8,62.7,11.6
Lakota Local,163436569.07,Butler,5572 Princeton Rd,"Liberty Township, OH, 45011-9726",Matthew J. Miller,99.28500000000001,96.596,98.194,82.7,B,0.4,7.0,10.700000000000001,24.0,27.7,29.8,0.4,116.04100000000001,96.7,0.3,0.1,0.5,5.0,23.900000000000002,68.7,1.6
Lakota Local,163436569.07,Sandusky,5200 County Road 13,"Kansas, OH, 44841-9617",Chad D. Coffman,85.50200000000001,85.418,88.879,71.3,C,0.0,14.8,21.400000000000002,31.1,21.400000000000002,11.4,0.0,113.44800000000001,94.5,0.0,0.0,0.0,16.1,33.3,50.6,0.0
Madison Local,14443828.69,Butler,1324 Middletown Eaton Rd,"Middletown, OH, 45042-1525",Charles C. Philpot,88.06,85.482,93.628,73.4,C,0.3,13.700000000000001,18.6,28.5,23.6,14.700000000000001,0.5,116.402,97.0,0.0,0.0,0.5,6.5,25.7,61.7,5.6000000000000005
Madison Local,14443828.69,Lake,1956 Red Bird Rd,"Madison, OH, 44057-2122",Angela M. Smith,87.908,85.66600000000001,92.625,73.3,C,0.3,14.4,17.7,29.2,23.5,14.5,0.4,113.427,94.5,0.0,0.0,0.9,15.5,32.9,46.9,3.8000000000000003
Madison Local,14443828.69,Richland,1379 Grace St,"Mansfield, OH, 44905-2742",Shelley L. Hilderbrand,89.474,84.052,90.65,74.60000000000001,C,0.1,13.1,17.3,30.0,22.5,16.3,0.6,116.188,96.8,0.0,1.1,1.1,5.0,19.3,65.7,7.7
New Miami Local,9156774.290000001,Butler,600 Seven Mile Ave,"Hamilton, OH, 45011-5748",Rhonda J. Parker,70.887,63.583000000000006,76.56700000000001,59.1,D,0.3,30.2,25.1,26.3,12.200000000000001,5.7,0.2,115.217,96.0,0.0,0.0,0.0,13.0,26.1,56.5,4.3
Ross Local,24021363.59,Butler,3371 Hamilton Cleves Rd,"Hamilton, OH, 45013-9535",Scott M. Gates,98.512,96.912,99.80900000000001,82.10000000000001,B,0.2,6.3,12.4,26.7,27.2,27.0,0.0,116.71900000000001,97.3,0.5,0.0,0.0,4.5,17.8,76.8,0.3
Talawanda City,34030554.22,Butler,131 W Chestnut St,"Oxford, OH, 45056-2619",Kelly L. Spivey,94.083,90.73400000000001,94.602,78.4,C,0.4,9.4,14.8,28.2,25.900000000000002,20.3,1.0,116.049,96.7,0.5,0.0,0.5,5.7,23.6,64.9,4.8
Brown Local,6577502.84,Carroll,3242 Coral Rd NW,"Malvern, OH, 44644-9467",Scott M. Bowling,81.572,77.789,89.784,68.0,D,0.4,20.400000000000002,21.0,25.0,20.2,12.8,0.2,111.65,93.0,1.0,0.0,3.9,8.700000000000001,33.0,51.5,1.9000000000000001
Graham Local,17276351.82,Champaign,7790 US Highway 36,"Saint Paris, OH, 43072-9496",Kirk Koennecke,80.251,75.309,81.03,66.9,D,0.0,20.6,22.3,29.6,18.8,8.700000000000001,0.0,114.711,95.60000000000001,0.0,0.0,0.8,9.9,28.1,61.2,0.0
